"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202208","1호선","시청","39","0","2005","4665","3404","23606","6430","65621","8401","181920","10174","80351","12315","37637","18961","36074","21136","33848","24416","34644","31044","27405","40586","23302","47178","20537","82934","21803","152047","22422","51917","11165","44751","6174","40430","6373","27353","4362","8948","2631","320","688","2","7","0","0","0","0","20220903"
"202208","1호선","신설동","309","22","8586","2260","8758","9028","18458","22614","26047","54554","17926","30292","15728","20197","18093","17900","19194","17223","20611","17713","19633","16529","21687","17453","26657","18443","35781","21427","49329","26866","18993","18717","13237","12048","12588","11922","8057","10256","3394","7257","294","1806","0","7","0","0","0","0","20220903"
"202208","1호선","제기동","357","4","5001","2038","8276","8838","21335","19703","31333","40232","22857","34466","26008","38818","33280","42490","37404","44503","36902","43983","38943","40744","43059","35503","45125","30281","42652","26406","39590","27152","19168","17478","12081","11205","8162","10437","5401","9117","1992","6002","100","1141","0","2","0","0","0","0","20220903"
"202208","1호선","종각","54","4","3356","4382","3765","22971","5801","98968","9571","243599","11798","131015","16651","58516","25736","53733","32712","47745","40772","48226","48468","40403","60771","34901","69148","36622","134930","41209","205167","45511","83195","23540","71248","10941","78248","8403","58110","5591","26636","3215","970","607","1","1","0","0","0","0","20220903"
"202208","1호선","종로3가","118","10","3367","3149","3409","13161","4642","25201","8037","69020","12995","66338","19816","57735","30813","60906","41310","60767","47319","59139","50723","49852","59875","40790","66505","36768","75937","33858","91878","34639","54375","17633","42681","8934","44428","7059","34677","5153","14726","3575","1177","1455","1","30","0","0","0","0","20220903"
"202208","1호선","종로5가","38","2","1632","3635","2766","15329","5251","40866","8560","93100","12562","56834","20776","50437","30729","52138","39016","49519","44144","46158","48929","42934","53800","36637","57192","33570","76167","30852","89825","28061","44637","14885","30057","6990","26634","5337","18556","4297","5541","2481","194","728","1","1","0","0","0","0","20220903"
"202208","1호선","청량리(서울시립대입구)","915","17","10286","4451","15174","21761","34968","17224","44626","34255","29439","30996","29565","36968","34584","40049","37908","38921","39369","40423","38655","42144","42876","42073","51039","38106","48765","38252","41598","46241","22427","29905","16358","17525","11874","16774","7626","15136","3086","8582","173","3132","0","6","0","0","0","0","20220903"
"202208","공항철도 1호선","검암","610","0","7222","535","14624","2367","34975","7642","24158","14418","12331","4887","8854","3752","8600","3723","8114","4410","7102","4831","6239","5478","6210","6320","7448","9257","8761","12381","12924","24537","4631","26336","3531","13927","2813","12041","2088","11568","1076","8521","168","4303","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","계양","8","0","9920","835","27568","3628","65510","4076","48490","5719","26963","5525","17314","4232","15513","4927","14988","5796","12260","7793","10311","9360","9867","11474","11833","15472","11615","25742","8874","47747","5620","45045","4058","25067","2924","22475","2059","21941","977","12924","189","4496","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","공덕","45","1","1580","138","2543","1861","5935","3944","5458","10198","3240","5678","2573","3622","2825","3515","3008","3527","3028","3642","2805","3520","2797","4223","3797","4881","5497","7705","9203","12023","3933","7672","3156","4313","3212","4003","2638","3842","1381","2586","128","1189","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","공항화물청사","4","0","479","738","1146","7261","1918","13065","2515","22107","1790","3602","784","2136","818","2802","1122","2921","1281","1409","1879","962","2830","826","5079","1219","10161","1975","17857","942","4276","1124","2856","1683","2855","870","2578","473","658","245","14","70","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","김포공항","18","1","2552","1574","3788","11895","6910","23034","15030","20755","17188","12000","18327","11104","23155","12841","23048","12166","21961","12440","22820","11648","27522","10872","21625","12889","27835","13454","32814","13028","23012","8566","21557","3711","25214","1769","20086","1723","5283","1015","161","595","0","7","0","0","0","0","20220903"
"202208","공항철도 1호선","디지털미디어시티","143","8","3653","809","7183","6609","18333","31076","18363","91794","11095","39646","8355","14784","9161","11253","9511","11483","10769","11385","10769","9306","13140","9319","17468","10698","46113","15825","91734","24085","33584","16597","18499","9463","15998","7715","12560","7680","6014","4950","634","1919","1","6","0","0","0","0","20220903"
"202208","공항철도 1호선","마곡나루(서울식물원)","8","1","2303","780","4537","10019","13105","25697","14022","60098","6993","23149","4517","8697","5292","4874","6237","5182","5669","5436","5930","4964","8263","5124","15198","5997","46214","9169","47008","15284","16110","10736","11031","6453","8542","5972","5619","5862","2214","3584","323","2113","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","서울역","187","1","3045","1195","2915","11639","10892","18061","12994","24254","10407","21193","11810","16729","14370","15356","16971","17812","17411","15621","13256","13579","19494","14324","22503","16032","26586","17454","31170","20031","22291","16195","15787","11104","19074","9308","13656","7090","7760","2912","87","1469","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","영종","12","0","3039","167","9492","2281","13243","3224","10174","4209","7262","2843","6613","2736","6403","4042","6413","4128","5436","4023","5047","5728","5446","6299","6001","6366","6011","7764","4620","11738","2994","12833","2591","6462","2174","7490","1472","6896","646","4858","95","2063","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","운서","62","2","9049","654","17838","6419","27366","10748","24920","11740","11208","10543","10892","5780","12944","6876","13511","8544","10461","8872","9845","10001","10535","11619","13449","12500","16168","17357","12782","28666","6880","20841","6338","17582","5867","16109","4839","14559","2108","11707","243","4298","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","인천공항1터미널","0","0","4190","4800","4547","13325","12195","28344","15183","27543","16047","13285","14985","10503","14732","12980","13270","16876","11342","12400","14746","14773","20095","13969","17461","16432","23653","18094","29104","13826","16643","8567","16378","4947","13635","5024","9097","2683","3017","2513","7","2389","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","인천공항2터미널","0","0","3090","2179","2971","7554","4372","12024","6318","13781","5947","4731","3373","4110","2312","7600","2506","9119","3855","6117","6095","5370","9611","5971","10852","6072","15680","7225","17725","3026","8418","1320","6167","1249","5311","1362","2506","875","508","818","1","716","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","청라국제도시","60","0","4551","156","17398","4844","30414","8266","19063","18012","10708","5663","8674","3781","8811","3167","8250","4667","7434","5288","6896","5307","7496","6466","9726","8044","13795","12983","20756","21750","6239","24492","4171","13033","3299","11394","2822","11337","954","8895","138","3224","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","홍대입구","156","9","4205","315","5362","2884","9488","8290","12219","22928","8775","22230","8310","20160","10204","24085","12303","29343","14910","28715","16941","24827","20706","24120","25822","25710","31930","28264","37065","37625","29453","23596","27540","11932","31488","9636","29542","8574","13939","5703","1187","1802","0","0","0","0","0","0","20220903"
"202207","1호선","동대문","735","23","11155","1937","8866","7600","14047","12982","18798","22352","17640","22660","16983","22038","18380","24255","22734","23173","23130","21151","23976","19946","24024","19483","24770","18640","24465","18685","23029","19093","16434","18508","14033","13072","12927","11008","10781","10253","4582","8598","157","1412","0","39","0","0","0","0","20220803"
"202207","1호선","동묘앞","140","1","2866","1148","3454","4904","6283","9752","10321","20686","8999","18126","11488","20851","17668","25721","22678","26594","26492","29454","26725","24889","28390","22874","28452","17855","26739","14355","19808","11204","10234","7122","6416","4850","5737","4791","3536","5526","1308","3686","84","1429","3","196","0","0","0","0","20220803"
"202207","1호선","서울역","511","13","9109","8251","12723","45371","39553","104056","64302","206824","52500","136248","55011","73582","67533","62972","76765","72532","78052","71213","64077","63636","84230","67595","99665","69281","147521","82630","197050","89167","96556","57677","69940","41748","76212","36900","50850","26906","21230","14178","561","2478","0","200","0","0","0","0","20220803"
"202207","1호선","시청","62","0","2088","4739","3453","24482","6471","67255","8467","184731","9632","80356","11552","36272","18409","35521","20743","35140","24852","35582","30722","29084","40174","24101","49777","21515","81253","22849","152949","22283","52347","10314","44129","6455","43228","5904","28380","4286","9340","2845","281","619","1","14","0","0","0","0","20220803"
"202207","1호선","신설동","302","11","8859","2559","9048","10658","18836","23915","26700","57495","18586","32268","16351","21491","18644","18868","20349","18475","21976","18880","21035","17044","23230","17981","28533","19121","37994","22451","51972","26943","20527","19137","14431","12750","13809","12465","9217","10860","3588","8106","325","1910","0","4","0","0","0","0","20220803"
"202207","1호선","제기동","397","6","5002","2226","8452","9542","21996","20215","32339","41010","23453","34776","27028","38356","33208","40582","36141","44431","36170","45332","37690","38205","43047","34614","45561","30357","43632","27655","40956","27276","20095","18169","12817","11614","8814","11077","5749","9976","2255","6701","69","1123","0","0","0","0","0","0","20220803"
"202207","1호선","종각","44","0","3600","4437","3845","23408","5848","101492","9942","244230","12101","134354","16921","58972","26837","53811","33429","48058","42144","47346","49413","39913","60719","36316","67572","39174","131289","45040","200589","50681","83794","25346","74002","11538","83743","8248","67047","5790","30106","3730","832","568","1","0","0","0","0","0","20220803"
"202207","1호선","종로3가","136","10","3722","3242","3683","14100","4852","27161","8784","72982","13446","70690","20281","61920","33378","63668","42413","63395","50291","61576","52814","51508","62322","42428","68268","38812","79752","36887","95970","37751","56249","18778","45216","9315","49632","7539","39178","5612","16060","4102","831","1162","0","0","0","0","0","0","20220803"
"202207","1호선","종로5가","31","2","1823","3762","2968","16547","5261","41938","9077","95464","13215","61009","21732","53940","31691","54966","40324","50947","45736","46735","51081","42469","55202","37514","59308","34917","78541","32745","92318","30058","45011","16016","31222","7574","30494","5639","21502","4264","5936","2671","210","766","0","0","0","0","0","0","20220803"
"202207","1호선","청량리(서울시립대입구)","928","16","10767","4774","15319","22618","36057","17999","46330","35924","30642","33266","30959","37441","35058","39630","38836","39427","39073","40787","38077","41162","42367","41412","51018","39111","49919","40938","42146","47263","23385","30279","18311","18311","13452","18146","8186","15921","3246","9628","147","3276","0","0","0","0","0","0","20220803"
"202207","공항철도 1호선","검암","502","3","7385","466","14763","2579","35853","7519","24937","14986","12665","5111","9224","3749","9080","3921","8768","4774","7316","5165","6554","5780","6583","6718","8418","9672","9587","12785","12942","24855","4562","26424","3803","14554","3260","12687","2457","12484","1229","9457","178","4636","0","0","0","0","0","0","20220803"
"202207","공항철도 1호선","계양","12","0","9897","935","27367","4044","66592","4317","48153","5959","28086","5325","17762","4329","15730","5188","15103","5856","12524","8059","10840","9662","10274","12163","12302","15965","12441","25771","9567","47203","5661","44041","4218","24868","3453","23328","2244","22986","1089","13903","169","4698","0","0","0","0","0","0","20220803"
"202207","공항철도 1호선","공덕","49","0","1574","130","2389","1837","6192","3767","5489","10622","3424","5769","2606","3380","2749","3864","3027","3737","3022","3694","2789","3532","2892","4154","3762","5016","5436","7661","9573","12289","3847","7821","3144","4246","3212","4274","2621","4126","1372","2723","102","1221","0","0","0","0","0","0","20220803"
"202207","공항철도 1호선","공항화물청사","5","0","425","676","1346","7167","1864","13053","2633","22561","1785","3627","736","1958","862","2922","1137","3054","1365","1517","1964","1050","2989","798","4955","1276","10021","2072","18479","1058","4393","1002","2565","1675","2760","932","2691","459","557","252","7","76","0","0","0","0","0","0","20220803"
"202207","공항철도 1호선","김포공항","10","0","2387","1714","3923","11483","6839","23781","14272","21738","16809","12091","19057","10946","23317","13141","24321","13393","21959","12664","23204","11790","26576","12021","24380","14038","30157","14012","34215","13312","23862","8327","25320","4122","27400","1826","21509","1846","3844","1142","177","671","0","12","0","0","0","0","20220803"
"202207","공항철도 1호선","디지털미디어시티","131","6","3602","846","7457","6818","18957","31732","19189","95105","11043","40300","8591","14370","9450","11465","10020","11685","11084","11682","11572","9463","13684","9618","18386","11438","47084","16839","92572","25326","33940","17079","20142","9861","17357","8462","16817","8323","6450","5319","644","1908","0","2","0","0","0","0","20220803"
"202207","공항철도 1호선","마곡나루(서울식물원)","6","2","2278","883","4723","10326","13655","26722","14509","62778","7302","24780","4541","8669","5746","5019","6508","5155","6121","5899","6151","5383","8433","5265","16124","6015","47993","9706","48166","15220","16715","11134","11327","6754","8682","6168","5973","6295","2330","3980","391","2340","0","0","0","0","0","0","20220803"
"202207","공항철도 1호선","서울역","200","0","2992","1186","2910","11417","10969","17882","13119","24412","10354","20818","11867","16493","14817","14733","17291","17037","17407","15153","13545","13983","20148","14195","22692","16070","26383","17523","30762","20832","21065","16361","15923","11690","18546","9510","13943","8471","7527","3382","14","1713","0","0","0","0","0","0","20220803"
"202207","공항철도 1호선","영종","21","0","2989","170","9685","2566","13345","3211","10033","4198","7807","2970","6844","2783","6437","4115","6310","4070","5400","3886","5121","5822","5336","5702","6315","6465","6231","7736","4786","12112","3036","12808","2729","6449","2240","7718","1557","7299","635","5148","99","2215","0","0","0","0","0","0","20220803"
"202207","공항철도 1호선","운서","58","3","8954","595","17349","6468","26568","10823","25546","12008","11639","10727","11241","5847","12977","6553","13622","8138","10856","9009","10391","9944","10555","11525","13862","12940","16838","17595","13445","29705","7179","20681","6742","17144","6465","16481","5236","14620","2356","12373","246","4640","0","0","0","0","0","0","20220803"
"202207","공항철도 1호선","인천공항1터미널","0","0","3997","4547","4390","12189","11978","27453","13871","26226","13875","12195","13921","10057","12745","12280","11359","15585","10431","12285","12422","14383","16945","13524","16542","15705","20304","16857","27867","12613","15594","7986","14914","4805","11906","5278","7713","2752","1882","2302","12","2144","0","0","0","0","0","0","20220803"
"202207","공항철도 1호선","인천공항2터미널","0","0","2720","2207","3517","7256","4391","12573","6369","14075","5958","5114","2741","3907","2109","7859","2395","9324","3987","6467","6266","5625","10184","5965","11509","6045","15769","7202","17004","2964","7363","1224","6134","1326","4513","1428","1886","840","396","773","0","575","0","0","0","0","0","0","20220803"
"202207","공항철도 1호선","청라국제도시","80","0","4663","201","18060","5217","32330","9022","20187","18249","11051","6002","8794","3901","9438","3465","8768","4977","7705","5952","7172","5736","7881","6736","10440","8782","15074","13246","21084","22694","6334","24455","4602","12790","3555","12112","2972","12184","1083","10010","162","3590","0","0","0","0","0","0","20220803"
"202207","공항철도 1호선","홍대입구","160","10","4391","343","5321","3057","10346","8298","12862","23059","8797","23065","8315","20152","9902","24225","12419","29458","15050","29320","16988","25103","21271","24187","26330","26693","32842","28845","37676","37931","29713","24155","28991","12190","33792","10389","31351","8932","14932","6107","1303","1990","2","4","0","0","0","0","20220803"
"202206","1호선","동대문","890","31","11300","2056","8821","7698","14163","12675","18873","22464","17325","22417","16419","22140","18122","24956","21598","23729","23154","21574","24074","20549","24029","19713","25058","18946","24206","18220","22768","18594","16566","18377","14190","12669","13069","10945","11218","9477","4350","8677","25","1595","0","0","0","0","0","0","20220703"
"202206","1호선","동묘앞","170","3","2827","1104","3321","5042","6249","9730","9677","22640","8695","17690","10365","20416","15059","26326","21497","27976","27673","30678","28244","26319","29101","22416","30004","17549","28947","13338","21259","10392","10054","6945","5874","4727","4991","4533","3564","5281","1312","3604","31","2129","0","0","1","0","0","0","20220703"
"202206","1호선","서울역","646","24","8433","7694","12608","46963","39233","100397","65106","201687","54833","136594","54970","72279","65919","63975","73911","71095","75158","70182","62452","63752","83128","66858","94518","68962","144662","80449","194098","85268","97875","56132","69808","39704","76345","35471","51224","26045","20385","15480","158","1332","1","4","0","1","0","0","20220703"
"202206","1호선","시청","271","7","3133","4802","3321","23621","6647","62427","8294","179710","9211","80830","10835","36788","16716","35424","19234","31199","24405","30398","30565","24936","39899","20559","46625","19624","77189","21255","144407","21622","51494","9722","44062","5873","43072","5598","29032","4091","9254","2938","72","422","0","2","0","0","0","0","20220703"
"202206","1호선","신설동","370","19","8467","2653","8568","11348","18684","23149","26419","56781","17655","30981","15675","21083","18353","18159","19631","17674","21564","17706","20964","16602","22866","17049","29355","18672","38033","21197","52042","24959","19977","17926","13881","11722","12202","11910","8766","10182","3482","7832","232","1578","1","12","0","0","0","0","20220703"
"202206","1호선","제기동","441","2","4888","2214","8551","9419","21610","19135","30791","39898","22427","33322","26035","37499","32669","41571","36385","46331","38350","46892","40338","41227","44866","34869","45388","30364","42596","25926","39498","26151","18875","17104","12088","11341","8618","10537","5458","9800","2040","6711","42","780","1","1","0","0","0","0","20220703"
"202206","1호선","종각","91","9","4007","3960","3682","22533","5814","95376","9612","235160","11847","130278","16040","56506","24526","53307","30613","46342","40174","45544","47163","37652","58871","33798","67674","35698","124639","42861","192630","47804","81385","23022","72603","10446","80861","7772","65832","5368","27781","3590","315","394","0","1","0","0","0","0","20220703"
"202206","1호선","종로3가","190","12","3882","3261","3570","14038","4746","25469","8589","68699","13179","65554","19047","57537","29424","64639","41102","64686","48210","59569","56456","52854","64165","43080","67802","40060","77696","37925","94729","37948","57840","19186","48259","9725","51274","7492","42291","5558","17170","4119","310","843","3","3","0","0","0","0","20220703"
"202206","1호선","종로5가","34","0","1730","3909","2986","16406","5020","41304","8550","96113","11925","60645","19836","53221","29381","57319","38879","55006","47090","49208","54140","45489","57120","37951","61010","35378","76977","32188","93526","29463","46741","15316","34020","7315","31369","5271","22016","3862","6208","2628","98","668","0","0","0","0","0","0","20220703"
"202206","1호선","청량리(서울시립대입구)","887","14","10765","4593","14934","22471","35371","17531","45883","35718","30613","33617","29986","37315","34624","40552","38610","40209","39647","42390","40356","42786","43355","41554","52228","38422","49382","39050","41399","45949","22624","30115","18205","18431","13636","17345","8698","15743","3165","9765","84","1613","0","0","0","0","0","0","20220703"
"202206","공항철도 1호선","검암","467","0","7033","489","14333","2629","35156","7357","24878","14674","13089","5090","9237","3886","9007","3967","8672","4693","7169","5243","6728","6161","6608","6829","8206","9688","9420","12886","12619","23879","4701","26217","3822","14149","3145","12201","2387","12212","1132","9435","205","4956","0","0","0","0","0","0","20220703"
"202206","공항철도 1호선","계양","7","0","9638","920","25659","3767","63830","4253","48225","6285","27288","5629","17694","4269","15518","5155","14684","5817","12405","8054","10288","9457","10410","12386","12103","15669","12107","25381","9211","43310","5592","44664","4176","24345","3409","22134","2220","22639","992","13516","167","5005","0","0","0","0","0","0","20220703"
"202206","공항철도 1호선","공덕","82","0","1417","123","2534","1669","6181","3748","5456","10017","3200","5545","2494","3420","2628","3756","2822","3608","2855","3673","2532","3333","2787","3747","3529","4905","5170","7418","8845","11614","3675","7452","3216","4005","3190","3857","2546","3818","1327","2629","103","1100","0","0","0","0","0","0","20220703"
"202206","공항철도 1호선","공항화물청사","8","0","375","669","1271","7014","1810","12204","2467","21326","1756","3661","784","2191","796","2791","1082","3050","1255","1444","2041","976","3032","686","5111","1211","9345","2057","16855","1013","4309","1013","2551","1660","2584","845","2519","389","574","260","10","75","0","0","0","0","0","0","20220703"
"202206","공항철도 1호선","김포공항","22","1","2318","1722","3663","11781","6946","23868","14721","22512","16491","12427","18445","11305","22687","13346","26653","13183","23982","12899","23053","11745","26571","11298","24427","13374","28145","13650","34071","13027","24918","8047","25222","4222","25866","1821","22073","1753","4562","1205","153","693","1","14","0","0","0","0","20220703"
"202206","공항철도 1호선","디지털미디어시티","86","3","3459","826","7398","6819","18624","29963","19165","93817","11315","39881","8471","14693","9141","11572","10093","11752","11155","12324","11477","9812","13334","9812","17768","11577","43770","16882","89472","24729","34041","17302","19511","9652","17523","8030","20208","8250","6931","5458","742","1825","0","1","0","0","0","0","20220703"
"202206","공항철도 1호선","마곡나루(서울식물원)","6","0","2260","828","4813","10299","13865","25692","14499","62812","7980","24967","5185","9232","5831","5716","6873","5762","6501","6194","6491","5878","8567","5821","16125","6669","46549","10271","47727","15596","17058","11221","11235","6811","9153","6367","6233","6882","2437","4300","374","2535","0","0","0","0","0","0","20220703"
"202206","공항철도 1호선","서울역","172","0","2726","1076","2721","11179","10735","18284","13189","24560","10612","21166","11277","16369","13177","14980","16279","16981","16509","15704","13007","14176","19875","14076","21837","15641","26645","16798","30815","20340","22149","15995","15922","11447","19042","9245","13822","8150","7225","3298","16","1756","0","0","0","0","0","0","20220703"
"202206","공항철도 1호선","영종","12","1","2604","176","8107","2233","11553","3119","9530","4025","7598","2829","6500","2808","5942","3934","5928","3923","4874","3605","4957","5307","5204","5616","6146","6454","6112","7489","4607","10637","2800","11038","2399","5833","2118","7058","1491","6626","696","4843","95","2076","0","0","0","0","0","0","20220703"
"202206","공항철도 1호선","운서","56","1","8177","554","15977","6322","24671","10206","24479","11765","11435","10490","10986","5742","12216","6297","11954","7257","10098","8314","9697","8827","10173","11085","13271","12107","16098","16867","12453","27697","7007","19408","6874","15939","6373","15284","5159","12947","2145","11339","213","4539","0","0","0","0","0","0","20220703"
"202206","공항철도 1호선","인천공항1터미널","5","5","3011","3571","4280","10660","9470","24535","12614","25107","12360","11885","9764","8682","9578","10492","9644","13009","9052","10170","9693","11718","14763","10455","13667","11587","18174","11379","27381","8295","13185","5771","10460","4572","8129","4766","4627","2475","1052","1819","6","1290","0","0","0","0","0","0","20220703"
"202206","공항철도 1호선","인천공항2터미널","1","0","1984","2000","2227","6823","3611","10479","6250","13207","6326","4429","2614","2964","1719","5744","1784","6750","2797","4716","4420","3944","7843","4330","7686","5112","13083","6798","15299","2485","6275","1208","5557","1287","3737","1245","1539","706","383","648","4","437","0","0","0","0","0","0","20220703"
"202206","공항철도 1호선","청라국제도시","59","1","4545","198","19185","4997","33191","8734","20680","17509","11622","5993","9141","3933","9291","3434","8576","4837","7490","5874","6740","5729","7760","6960","9944","8929","14792","13632","20333","22527","6130","25513","4296","13123","3274","12079","2791","12277","1016","10229","135","3645","0","0","0","0","0","0","20220703"
"202206","공항철도 1호선","홍대입구","169","7","4077","380","5238","2890","9872","8006","12899","22644","8394","22345","7640","19335","9026","20877","11471","25747","13804","25301","15518","21601","18978","21684","22964","23741","28860","26537","34533","35238","26614","22292","26293","11296","30240","9507","29460","8361","13777","5860","1149","1706","0","0","0","0","0","0","20220703"
"202205","1호선","동대문","906","25","11875","2131","9472","7920","15023","13433","20022","23921","18001","23889","17519","24102","19172","27481","23793","26461","25455","24059","26674","23154","27122","21606","27561","20097","26627","19794","24760","19854","17786","19527","14775","13812","13951","11464","12543","10178","4664","9172","51","1996","1","3","0","1","0","0","20220926"
"202205","1호선","동묘앞","173","3","2992","1011","3536","5108","6256","10013","10183","22352","9030","18898","10750","23428","16089","30865","23203","32316","30802","34950","33363","32125","35717","27712","35998","20595","33275","15326","24648","11063","11670","7411","6330","4957","5183","4848","3837","5729","1420","3869","13","2601","0","0","0","0","0","0","20220926"
"202205","1호선","서울역","627","18","9072","7775","12965","48494","41213","104898","68672","207219","56782","136237","56781","74339","68263","65168","75970","71662","77464","72686","64402","66196","86525","70070","98054","71667","146647","84463","201982","91092","101685","60567","73608","43753","80107","38968","54579","27618","21185","16808","113","1450","1","1","2","2","0","0","20220926"
"202205","1호선","시청","114","1","1976","4924","3238","23336","6934","65998","8724","185243","9530","82507","11353","41741","17756","39031","20194","33528","25988","33157","32948","26393","43949","22631","49597","20870","79065","22841","147065","22071","53733","10163","46493","6193","46188","5888","30281","4237","9449","3276","56","386","0","0","0","0","0","0","20220926"
"202205","1호선","신설동","381","16","8741","2751","8833","11880","19066","25473","27826","61525","18781","33321","16666","22472","18617","19655","20677","19127","23029","19095","22131","18250","24543","18342","31653","19983","40436","22677","55589","27070","21974","19886","14858","12752","13677","12717","9896","11384","3657","9622","63","1763","1","1","0","1","0","0","20220926"
"202205","1호선","제기동","360","1","5197","2183","9067","9219","22640","20220","32152","41578","23800","35573","27620","39887","34709","45030","39190","47602","40844","49545","43675","44357","48035","38725","46841","31470","44826","28158","40979","27374","20255","18701","12840","12222","8983","11401","5749","10215","2097","6909","22","934","0","1","0","0","0","0","20220926"
"202205","1호선","종각","91","1","3922","4268","3832","25179","6045","99671","10054","238641","12218","132019","17047","59355","25434","56190","32145","49762","41536","47551","50674","39924","64519","34669","73258","36450","129565","43626","196833","48915","84160","25061","75100","11614","84726","8318","68029","5879","28375","4069","184","413","0","0","0","0","0","0","20220926"
"202205","1호선","종로3가","169","18","4131","3242","3932","14383","4978","26889","8606","72094","13659","68717","20312","60249","31676","66227","42919","65216","49885","61748","58629","55234","68393","45721","73948","42323","82985","39541","99783","41891","61575","21063","50550","10467","53060","7745","45718","5872","18514","4617","155","1186","0","0","1","2","0","0","20220926"
"202205","1호선","종로5가","54","0","1989","3894","2913","16958","5149","43286","8302","97652","12454","61782","20370","54484","30516","59569","39669","56034","48051","51827","56183","47265","60174","40243","63986","36522","79129","33427","96688","31357","51006","16579","35666","7877","35291","5505","22005","3962","6745","2750","53","833","0","0","0","0","0","0","20220926"
"202205","1호선","청량리(서울시립대입구)","1055","14","11641","4915","15965","24746","37415","18250","48213","37082","32632","35735","32381","39664","36480","42541","42222","41798","42487","45643","42537","46221","47369","44552","57308","41597","53146","43416","44620","49398","25753","32745","20057","19795","15306","19153","10005","16817","3751","10582","82","1861","0","0","0","0","0","0","20220926"
"202205","공항철도 1호선","검암","389","6","6768","432","15047","2682","36115","7959","26922","14888","14087","5422","9922","4049","9496","4561","9502","4888","8026","5772","7331","6345","7118","7399","8924","9783","10001","14833","13243","26573","4940","26305","3975","14091","3453","13500","2610","13423","1096","9988","169","5793","0","0","0","0","0","0","20220926"
"202205","공항철도 1호선","계양","12","1","9528","896","25399","3652","65004","4580","52764","6798","28914","6461","19366","4659","16508","5140","15760","6487","13402","8443","10736","9916","10822","12558","13101","17439","13404","26099","9730","45281","6051","44896","4360","25583","3710","23913","2417","23899","1045","16707","164","5588","0","0","0","0","0","0","20220926"
"202205","공항철도 1호선","공덕","76","1","1354","136","2370","1627","6164","3944","5607","10337","3259","5153","2443","3836","2674","3488","2866","3915","3008","3657","2730","3447","2801","3730","3610","4764","5335","7425","9076","11987","3798","7600","3106","4290","3173","3993","2715","4082","1426","2751","84","1387","0","0","0","0","0","0","20220926"
"202205","공항철도 1호선","공항화물청사","4","0","389","585","1267","7035","1827","14844","2513","19707","1773","3988","809","2402","840","3133","1235","3108","1432","1780","2252","1015","3065","884","5280","1392","9993","1915","17286","1107","4248","945","2554","1501","2719","1106","2566","329","532","241","5","82","0","0","0","0","0","0","20220926"
"202205","공항철도 1호선","김포공항","14","1","2255","1784","3629","11947","7305","23180","15430","23515","17043","13007","20324","10889","24494","13274","28260","13161","23952","13934","22426","13102","26309","11651","24408","13159","28819","14100","37560","14916","25415","8043","24956","4268","28394","2053","22235","1744","3065","1078","131","757","0","1","0","0","0","0","20220926"
"202205","공항철도 1호선","디지털미디어시티","74","1","3205","771","7495","6296","19288","29234","20570","97900","11654","40334","8993","14635","9224","11562","10377","12443","11484","12137","11561","10067","13800","10505","18291","11783","43612","16579","92266","25859","34718","16869","19958","10059","18076","9179","14813","8482","6098","5608","458","1860","0","0","0","0","0","0","20220926"
"202205","공항철도 1호선","마곡나루(서울식물원)","13","2","2210","801","4977","9275","14579","26627","15237","65846","8788","26533","5769","9287","6768","6582","7951","6976","7140","7272","7426","7193","9773","6744","18107","7876","48084","10985","49296","17361","17749","11749","11595","7325","9129","6919","6356","7193","2395","4841","429","3915","0","0","0","0","0","0","20220926"
