"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202408","1호선","동대문","377","11","10496","1714","8449","6119","14123","10056","19651","18249","19532","19798","18112","22152","19089","25183","22824","24756","23992","22538","23928","22090","24381","21174","25780","21298","25407","21163","22836","21460","16598","19198","14717","14756","12872","13768","9643","13129","4891","8678","788","2474","4","252","0","0","0","0","20240903"
"202408","1호선","동묘앞","190","3","2817","1051","3474","5084","8230","8524","13531","18177","12194","17600","14139","22231","18952","26487","25095","26826","26339","27775","28085","24682","27814","22487","30099","19117","25744","15609","19849","12959","10672","9020","5968","6118","4823","6431","3329","6660","1139","4548","114","1734","1","209","0","0","0","0","20240903"
"202408","1호선","서울역","638","20","8351","8709","13572","53281","38697","113531","68355","235070","64821","151997","64572","85484","81815","79164","96003","86439","89789","84043","79364","74177","104465","79078","115910","80976","184842","90512","225876","93903","114741","64005","84567","45334","87204","40846","54620","27965","26566","12715","2750","3805","0","195","0","0","0","0","20240903"
"202408","1호선","시청","51","4","1913","5068","3880","24339","7694","73013","11105","189820","13904","82174","16935","42170","22688","40610","23551","37707","27196","37263","35209","29855","46197","25937","55787","25617","90844","26457","155815","24277","58474","13098","51318","9236","45038","8885","27266","6169","8882","3760","458","976","2","31","0","0","0","0","20240903"
"202408","1호선","신설동","263","22","9154","2446","9760","9764","21316","24862","29923","53429","20854","31749","19243","20591","20339","18213","21971","18358","22512","18313","21190","17118","23618","19288","28595","21204","40598","23994","51451","30862","19780","21865","13937","15986","12021","14757","8472","13318","3619","9141","374","2635","0","4","0","1","0","0","20240903"
"202408","1호선","제기동","340","5","5292","2677","9399","10246","21952","22420","31908","39717","24396","34629","26775","36194","31389","37906","34883","39618","34567","40241","35220","36457","38774","31902","42801","32406","42530","27944","39376","26918","21481","17582","14447","11896","8817","10944","5475","9127","2327","5878","196","1432","0","0","0","0","0","0","20240903"
"202408","1호선","종각","125","6","4026","6046","4190","32631","6867","114700","10586","271026","13810","140028","19762","62834","29243","57136","35596","51179","42921","48631","54421","41089","62177","37256","78946","40448","155627","46459","216065","48527","91568","24525","78823","13126","80721","9665","58075","7243","24688","4490","1658","1194","1","7","0","0","0","0","20240903"
"202408","1호선","종로3가","155","6","3870","3021","3875","13177","5684","26758","9806","63304","14245","62402","21624","53476","31634","59395","41747","57635","44557","54336","48676","45688","55114","38710","64985","38495","78599","36243","86833","37525","51493","20120","43678","11328","45416","9187","34277","7555","14877","4662","1390","2184","3","281","0","0","0","0","20240903"
"202408","1호선","종로5가","45","2","2011","3300","3103","16310","5766","40565","10064","94274","15294","62086","26645","55416","36972","55266","43567","50025","49062","45662","53690","43335","55870","36652","61372","36043","82109","32559","90478","30662","44524","18052","31584","10490","28913","7214","17890","5558","4955","3478","346","824","0","0","0","0","0","0","20240903"
"202408","1호선","청량리(서울시립대입구)","1198","17","11131","2962","18703","11177","48787","17666","56851","38291","37452","35717","34092","40618","38893","46331","43268","47762","43555","46906","44349","45533","48211","44506","53463","47436","52562","48733","46012","58274","27024","37339","20761","23172","15166","22150","9718","18746","3929","11457","223","3295","0","4","0","0","0","0","20240903"
"202408","공항철도 1호선","검암","1373","3","9034","583","14260","2599","32501","7408","23162","15949","11927","5245","8696","3651","8597","3492","8214","4435","6778","4944","5951","5469","6324","6650","7799","9690","8893","13397","12398","25694","4593","23157","3630","13423","2886","12828","2327","12504","1160","10226","173","4826","0","0","0","0","0","0","20240903"
"202408","공항철도 1호선","계양","36","0","14292","937","37998","3510","72446","4934","54288","7035","33619","6379","22756","5251","19990","6313","18795","7468","15472","9681","13251","12057","12960","15176","14219","22345","14287","31315","10994","60994","7030","50834","4923","31477","4121","29079","2799","28061","1399","16775","219","5550","0","0","0","0","0","0","20240903"
"202408","공항철도 1호선","공덕","71","0","2165","147","2949","1840","6520","4311","7066","11962","4680","6091","4147","3900","4280","4359","4304","4700","3953","5025","3808","4738","3718","5261","4835","6576","7255","9589","10515","13375","4795","8786","4069","6138","3689","6299","3051","6169","1432","4165","99","1903","0","0","0","0","0","0","20240903"
"202408","공항철도 1호선","공항화물청사","4","0","623","985","1712","7550","1910","11725","2104","19054","1895","2783","839","1626","716","2766","1000","3214","1108","1792","1865","1525","2817","1647","4780","1412","10729","1874","13928","1014","3301","1423","2340","1936","2963","970","2566","406","628","178","10","63","0","0","0","0","0","0","20240903"
"202408","공항철도 1호선","김포공항","10","0","2033","2197","3195","11866","7188","20688","12398","18332","17637","10797","18089","10032","18841","11116","15675","12300","19553","11650","20948","9855","20639","9065","16434","10596","22634","12405","26677","11013","18772","5698","15167","2923","19375","1742","15856","1533","5679","931","159","836","5","62","0","0","0","0","20240903"
"202408","공항철도 1호선","디지털미디어시티","127","2","4193","721","9271","7164","22053","32371","22299","81176","12454","37351","9674","14493","10512","11354","11288","11746","12235","12120","12265","10216","14733","10953","20374","13502","48922","20550","77113","28432","30420","18477","18375","11210","16250","9963","15273","9515","5998","6133","732","3470","3","8","1","0","0","0","20240903"
"202408","공항철도 1호선","마곡나루(서울식물원)","33","2","2807","1948","5538","29408","13822","33143","14736","64242","7417","27939","4989","9604","6213","6147","7480","7550","6816","7805","7422","5562","13131","5725","29432","7411","63864","12307","49259","17671","20377","11563","12536","7217","10979","6625","9047","7006","5437","4509","488","3074","0","0","0","0","0","0","20240903"
"202408","공항철도 1호선","서울역","345","1","3480","1807","4791","15570","12185","23073","16989","34898","17696","31847","19975","26104","26754","26375","30918","26622","30188","24842","23997","21029","31955","24148","32602","23859","41070","26146","40852","25527","30648","22505","23552","14952","25529","13049","18643","11123","11956","5411","173","3709","0","0","0","0","0","0","20240903"
"202408","공항철도 1호선","영종","16","1","3718","193","11731","2234","16798","3256","12198","3816","8981","3405","8290","3169","8544","4273","7863","4131","6131","4169","5963","5602","5825","7741","6766","7973","6779","8817","4598","15548","3170","14707","2643","8918","2313","9632","1833","8829","834","7660","131","2566","0","0","0","0","0","0","20240903"
"202408","공항철도 1호선","운서","187","7","17545","840","22534","7913","32524","11925","27566","12985","14877","11736","15845","6995","19051","8220","18232","10141","14175","11172","12208","13917","13408","15059","15044","18017","17315","21716","14295","33208","8610","27570","7956","23623","7531","23138","6250","23430","2667","18377","357","5681","0","0","0","0","0","0","20240903"
"202408","공항철도 1호선","인천공항1터미널","0","0","10843","11024","12132","19892","18609","38435","20490","34607","16776","28180","17960","29818","21345","35279","25690","43089","30077","32588","37255","29065","44973","23192","40348","24042","36289","26106","38172","20135","27942","20158","25269","12954","29381","11409","31792","8417","17457","8021","182","5134","0","0","0","0","0","0","20240903"
"202408","공항철도 1호선","인천공항2터미널","0","0","5681","7203","5458","12415","9352","20864","11915","19579","10443","10559","6994","12259","7127","17737","9090","20301","14000","15876","17814","14600","24278","11990","22074","10999","26597","11545","24314","7735","14593","5496","14398","4713","17034","2640","12492","1822","4698","1857","1","2312","0","0","0","0","0","0","20240903"
"202408","공항철도 1호선","청라국제도시","163","9","7574","277","17881","5173","32395","7846","20148","18189","12417","5475","9987","3724","10912","3666","10513","4548","8681","5932","7790","6546","8655","7589","10704","10383","15063","14485","19364","24467","6403","23138","4472","14972","3642","14334","2683","15827","1176","9976","175","4250","0","0","0","0","0","0","20240903"
"202408","공항철도 1호선","홍대입구","216","11","5620","475","6726","4475","11116","10261","14126","26219","13007","28472","14358","26663","16219","32570","18238","36732","21278","37265","24331","31872","29876","32387","36421","33509","43503","36992","48433","42685","40777","28592","39296","16590","43429","13864","36851","12455","16449","9520","1349","3241","0","0","0","0","0","0","20240903"
"202407","1호선","동대문","757","14","12086","2117","9215","7707","15524","12252","21063","20773","20396","22798","18388","23467","19491","26570","23579","25968","24740","23638","25571","22956","26437","21930","27009","21235","26186","21134","24596","21751","16611","20720","14802","14719","13400","13573","10096","13570","5139","8969","740","2717","2","220","0","0","0","0","20240803"
"202407","1호선","동묘앞","243","2","2980","949","3835","5378","8919","10147","14346","21923","12159","17756","12908","20813","18595","26811","23854","29308","28835","31269","29621","26250","30256","23189","30047","18643","28822","15542","21385","13302","11032","9403","6416","6632","5134","6689","3527","6675","1214","4621","151","1984","0","292","0","0","0","0","20240803"
"202407","1호선","서울역","589","18","8057","9031","13979","55919","42093","124856","74047","262620","66402","164049","63254","86988","79328","78916","94775","85265","90078","82708","80189","72995","104338","78621","118717","81581","197775","91581","245454","94949","122252","63098","85070","45334","87900","40261","54718","28535","25973","13125","2894","3784","1","242","0","0","0","0","20240803"
"202407","1호선","시청","56","2","2033","5401","3968","25679","7722","81256","10729","215798","13223","92116","15242","43568","21797","39353","23296","36747","28064","35596","34416","28404","44856","25745","56492","24985","99930","26559","174172","24880","64106","12172","55462","8947","47872","8205","29207","6332","9136","3610","505","982","0","16","0","0","0","0","20240803"
"202407","1호선","신설동","383","19","9203","2591","10574","10181","23443","27395","33206","60545","21431","35433","18784","21070","20581","18431","22863","18731","24154","19342","22486","18036","24927","19875","29261","21346","44067","25084","56303","32922","21384","22988","14590","15955","12425","15574","8990","13863","4006","9459","416","2580","0","0","0","0","0","0","20240803"
"202407","1호선","제기동","433","0","5242","2639","9915","10080","24113","23865","34681","43929","24957","36018","26658","36795","30968","38502","35266","39911","36468","40383","38018","38130","40381","33566","42389","32443","43721","28749","41791","29260","21620","18880","14885","12666","9520","11116","5850","9868","2596","6018","181","1496","0","0","0","0","0","0","20240803"
"202407","1호선","종각","142","1","3866","6510","4200","35908","7104","126021","10727","302766","13413","158467","19771","64813","30809","57553","36807","50731","44353","50389","54100","42541","64756","37467","83558","40880","166681","47801","241078","50159","98864","23570","85591","12579","88419","9419","62601","7009","26606","4544","1902","1150","0","4","0","0","0","0","20240803"
"202407","1호선","종로3가","175","15","4050","3175","3679","14242","5855","29958","9770","73350","14267","70132","21669","57358","32228","64102","43194","62702","47977","58608","53642","48318","61187","41627","69612","39102","84505","39074","95524","39798","54497","20449","47242","11406","50866","9502","37870","7642","15786","5029","1601","2265","1","48","0","0","0","0","20240803"
"202407","1호선","종로5가","61","1","2120","3643","3154","18162","6329","45719","10376","105683","15050","66733","25194","57274","35274","56712","43630","52413","50333","49405","56722","45136","59253","38390","66333","35497","89230","33413","99098","31381","46621","17576","33421","10273","30492","7387","20853","5451","5776","3446","368","854","0","0","0","0","0","0","20240803"
"202407","1호선","청량리(서울시립대입구)","1158","14","11466","3076","20025","10875","54254","18369","63524","40370","38532","36695","33796","39885","38455","46220","42792","48821","43795","48144","45896","46845","50294","45372","54674","45960","53113","49040","47244","61600","26934","39699","21657","24095","16120","22837","10316","19842","4096","12043","249","3536","0","3","1","0","0","0","20240803"
"202407","공항철도 1호선","검암","1466","2","8985","527","15424","2519","35878","8059","24822","17765","12528","5324","8867","3641","8826","3510","7922","4413","7067","4966","6090","5569","6308","6978","7973","10226","9310","15092","13267","27336","4743","25353","3685","14069","2868","12958","2316","12465","1074","10190","165","4758","0","0","0","0","0","0","20240803"
"202407","공항철도 1호선","계양","34","0","15138","868","42064","3397","80601","5255","59070","7437","35315","6272","22869","5151","20337","6351","18761","7180","15485","10207","13073","12401","12439","15750","14260","23471","14038","33173","10880","65000","7007","56668","4840","33138","4188","30053","2817","28050","1398","17262","205","5400","0","0","0","0","0","0","20240803"
"202407","공항철도 1호선","공덕","86","2","2203","167","3044","1875","7346","4556","7878","13107","4999","6151","4305","3877","4388","4366","3887","4401","4169","4989","3526","4817","3715","5319","4869","6658","7574","10132","11356","14565","5081","9168","4051","6512","3833","6445","3302","6256","1542","4167","68","1935","0","2","0","0","0","0","20240803"
"202407","공항철도 1호선","공항화물청사","6","0","692","961","1689","7920","1987","12410","2083","21245","1864","3077","857","1581","759","2653","973","2920","1203","1528","1941","1097","2931","936","4863","1368","11483","2016","15166","1044","3494","1466","2313","1890","3003","957","2661","450","699","201","9","76","0","0","0","0","0","0","20240803"
"202407","공항철도 1호선","김포공항","19","1","2046","2321","3460","12381","7809","23133","12486","19573","16542","11536","18496","10079","18546","10578","16928","12105","19942","11400","21046","9967","20055","9002","17137","10199","23576","11939","28124","10327","19286","5828","15691","2911","19690","1672","16238","1452","7254","949","197","762","2","56","0","0","0","0","20240803"
"202407","공항철도 1호선","디지털미디어시티","159","2","4466","793","10001","7813","24339","35698","24686","93534","13298","43128","10080","15801","10766","12027","11655","12526","12380","12692","12872","10338","15732","11206","21324","13636","54407","21410","87350","31086","33809","20406","20507","11748","17877","10534","16140","9811","6242","6392","724","3445","1","33","0","0","0","0","20240803"
"202407","공항철도 1호선","마곡나루(서울식물원)","30","1","2843","1928","5738","34059","15652","37919","16414","76201","8322","32922","5265","10681","7397","6309","7763","7058","7532","7798","7799","6945","13691","6111","31479","7885","72865","12307","57215","18579","22100","11715","14597","7509","11829","7011","10383","6998","2907","4465","473","2770","0","0","0","0","0","0","20240803"
"202407","공항철도 1호선","서울역","347","6","3365","1724","4667","15667","12301","23163","17765","36285","17422","30618","18507","24941","23609","24217","28995","25015","28665","23345","23032","19250","30880","22032","31125","22241","39613","24556","39987","24495","29771","21226","21953","14269","24219","13011","17901","10642","11171","5309","188","3338","0","0","0","0","0","0","20240803"
"202407","공항철도 1호선","영종","17","2","3917","186","13119","2244","17689","3291","13010","3859","9263","3144","8329","3109","8564","4133","7606","4101","6350","4213","5641","5590","5850","7602","6669","8466","6687","9029","4487","16644","2983","15924","2429","9065","2288","9593","1936","8699","858","7706","157","2676","0","0","0","0","0","0","20240803"
"202407","공항철도 1호선","운서","199","7","17468","873","23596","8410","34585","12431","28924","13620","14868","11372","15493","6685","19011","7571","17606","9725","14256","10585","11952","13490","13099","14731","15217","17216","17988","22088","14133","35084","7933","28311","7679","23540","7628","22422","6620","22655","2678","17695","314","5495","0","0","0","0","0","0","20240803"
"202407","공항철도 1호선","인천공항1터미널","0","0","10246","11375","12352","19997","17988","38090","18811","35587","16397","27777","16933","29218","19271","34582","24624","41823","28613","30006","34480","27961","40124","21885","35365","23536","33612","26712","38041","19528","27448","20309","24412","13021","26367","11587","29352","8496","16196","8013","213","5477","0","0","0","0","0","0","20240803"
"202407","공항철도 1호선","인천공항2터미널","0","0","5579","7053","4777","12264","6961","21793","10097","19339","9037","9296","6397","11402","6565","15920","7598","17789","12598","13045","14798","12070","20509","10352","18861","10185","23857","11502","22835","7067","13164","4403","12738","4046","13931","2750","12362","1681","4562","1682","1","2312","0","0","0","0","0","0","20240803"
"202407","공항철도 1호선","청라국제도시","193","1","7990","272","19940","5198","36770","8115","22544","20083","13272","5749","10071","3770","10900","3929","10458","4627","8905","6042","7911","6865","8807","7461","10795","10667","15904","15231","21243","26858","6354","25415","4310","16021","3486","15300","2689","15989","1272","10195","182","4187","0","0","0","0","0","0","20240803"
"202407","공항철도 1호선","홍대입구","211","12","5666","489","6754","4506","12071","11267","15501","28536","13577","31133","14949","25708","16620","30294","18564","35235","21327","36880","23676","32069","29234","31270","35710","32903","44371","37469","50642","43704","40864","29693","38798","16648","42604","14146","36719","12882","16426","9694","1543","3266","0","0","0","0","0","0","20240803"
"202406","1호선","동대문","637","17","11629","2054","9170","7799","14940","12387","20147","20487","19887","22936","18625","25400","20137","28046","24098","26767","24971","24283","26360","23643","27299","21995","27640","22079","25914","21400","23860","21715","17367","20641","15865","15439","14470","13976","11195","13893","5539","9186","719","2607","5","234","0","0","0","0","20240703"
"202406","1호선","동묘앞","253","1","3027","1048","3715","5627","8364","10430","12925","21592","12109","19003","13928","25118","19829","31375","26654","31823","31875","34590","32453","29328","33073","26810","34338","21538","32436","16738","24115","12868","12621","9235","6931","6507","5601","6722","3732","6856","1343","4927","115","1959","1","273","0","1","0","0","20240703"
"202406","1호선","서울역","654","20","8727","9083","13812","56637","40205","115372","68945","224224","68501","148949","64033","84806","80465","78221","92965","85212","90511","83798","76623","77626","102529","83324","117095","84550","177388","92535","213330","92134","117088","65163","83718","48189","88671","43936","57325","28721","27544","13883","2863","3984","3","215","0","0","0","0","20240703"
"202406","1호선","시청","74","0","2105","5374","4050","25949","7703","71550","10616","183563","12972","86971","14960","45561","20622","43620","23185","41428","30439","41071","37874","31530","48033","27954","59520","27055","91916","28354","150891","25133","60380","12478","55321","8931","49502","8402","30045","6340","10250","3898","502","991","1","38","0","0","0","0","20240703"
"202406","1호선","신설동","315","24","9060","2490","10184","10152","21371","25480","29824","53195","21553","32732","19534","21495","20791","19035","23098","19264","24022","19538","22840","17809","25071","20436","29303","22128","40751","24272","51083","29256","20348","21601","14863","15261","12968","15469","9238","14151","3890","9231","392","2769","1","1","0","0","0","0","20240703"
"202406","1호선","제기동","441","5","5383","2692","9411","10408","21913","22394","31158","40556","25233","36891","27814","39482","33780","41560","37293","41933","36971","42137","39753","39168","42898","34864","43927","33812","42676","28859","39527","27289","21302","17634","15076","12194","9781","11172","5860","9620","2537","6151","182","1491","0","0","0","0","0","0","20240703"
"202406","1호선","종각","132","7","4291","5787","4312","32747","6588","106889","10892","249815","13378","138844","19177","63520","28571","61655","35435","55161","43637","53368","53374","45032","65195","40184","80051","44080","145386","47291","202356","48025","91106","22722","81222","12570","85689","9669","61865","7016","26952","4587","1676","1300","0","0","0","0","0","0","20240703"
"202406","1호선","종로3가","206","13","4296","3015","3961","13851","5968","28024","10284","65287","15280","64208","21306","54327","31225","64449","41877","63668","46714","56988","54115","49440","61719","43139","69276","42851","81036","40724","89429","40553","56145","21628","50353","12861","53975","10546","41316","8280","18427","5240","1765","2042","2","6","0","0","0","0","20240703"
"202406","1호선","종로5가","42","2","2053","3522","3089","17690","5783","40044","10330","91110","15744","63157","25936","58515","36916","61008","45736","55596","51704","50728","58012","46226","60944","39155","66041","38006","81031","33990","89164","30172","45102","17925","33541","10700","32161","7569","19629","5663","5933","3597","334","1000","0","0","0","0","0","0","20240703"
"202406","1호선","청량리(서울시립대입구)","1209","19","11878","3318","19612","11485","48626","18558","58534","39162","39121","39152","35432","42298","40503","48070","44926","48320","45720","49298","47156","48172","51634","46283","56458","47498","53582","48809","46979","58675","27899","37627","22694","23559","17252","23600","10845","19925","4318","12297","334","3743","0","0","0","1","0","0","20240703"
"202406","공항철도 1호선","검암","1396","5","8619","555","14154","2661","32313","7184","23498","14701","12679","5612","9327","4028","8751","3859","8383","4630","7310","5372","6174","6009","6726","7399","7872","10479","8630","14594","11258","24969","4589","23384","3726","13622","3081","12521","2378","12877","1202","10356","181","5100","1","0","0","0","0","0","20240703"
"202406","공항철도 1호선","계양","17","1","14816","824","37175","3603","71143","5177","52999","7541","34865","6757","23963","5522","20369","6662","18998","7369","15514","10314","13116","12962","13209","16122","14247","23565","14179","31589","11001","58175","7223","49448","4945","30953","4407","29267","2974","28339","1414","17513","252","5614","0","1","0","0","0","0","20240703"
"202406","공항철도 1호선","공덕","110","0","2203","198","2907","1801","6560","4045","7030","11213","4728","5651","4063","4206","3926","4442","4033","4974","4107","5342","3760","4919","3898","5387","4792","6747","6867","9601","10037","13092","4440","8755","3844","6050","3801","6369","3268","6304","1505","4548","99","1995","3","2","0","0","0","0","20240703"
"202406","공항철도 1호선","공항화물청사","5","0","670","880","1674","7579","2002","11388","2074","18916","1859","2947","798","1794","753","2727","1048","2929","1198","1692","1869","1251","2891","1025","4842","1394","9829","1905","13501","990","3199","1342","2197","1803","2778","988","2525","497","680","211","9","87","0","0","0","0","0","0","20240703"
"202406","공항철도 1호선","김포공항","17","2","2080","2456","3418","11831","7956","20024","12866","17156","17019","10775","18488","9878","19292","10664","17073","11474","21350","11225","21674","9790","21642","9006","17299","10047","23085","11714","26474","10029","19809","5671","16550","2881","20789","1620","16984","1536","6359","1055","234","862","3","77","0","0","0","0","20240703"
"202406","공항철도 1호선","디지털미디어시티","168","3","4522","822","9804","7816","21462","30979","22146","79889","13327","37903","10427","15553","10964","12373","11899","12392","12857","12684","13264","10398","15486","11328","20410","13727","46441","20226","72896","28346","30119","18707","18799","11488","16501","10256","16218","9842","6430","6258","741","3390","0","7","0","0","0","0","20240703"
"202406","공항철도 1호선","마곡나루(서울식물원)","54","19","2742","2058","5628","32464","14369","33615","15344","64310","8302","28206","5629","10453","7344","6875","8352","7571","7915","9177","8322","10443","13837","7079","29351","9249","65575","14371","49985","20474","21092","13564","14739","7825","12549","7519","16825","7618","3258","4694","541","3207","0","0","0","0","0","0","20240703"
"202406","공항철도 1호선","서울역","379","2","3339","1895","4862","15733","12364","22850","17353","33376","18039","30308","18846","25289","24298","25018","29092","25655","29917","24502","23229","20810","31535","22978","32061","23085","37996","25112","38280","23687","30082","21605","22514","14648","25771","13431","19138","11124","11736","5471","135","3858","0","0","0","0","0","0","20240703"
"202406","공항철도 1호선","영종","13","0","3903","176","11785","2134","15647","3409","12450","3877","9561","3525","8182","3553","7905","4575","7492","4239","6073","4141","5886","5822","6027","7914","6954","8791","6834","9398","4598","15254","3340","14085","2807","8614","2473","9304","1999","8616","776","7736","154","2593","0","0","0","0","0","0","20240703"
"202406","공항철도 1호선","운서","168","2","17567","897","22030","7989","31125","12086","27341","13390","15122","11911","15995","7308","18697","7554","17818","9483","13587","10673","12202","13237","13430","15068","15936","17569","18073","21904","13959","32296","8072","26681","7790","22094","7250","22455","6835","23364","2884","19041","351","5996","0","0","0","0","0","0","20240703"
"202406","공항철도 1호선","인천공항1터미널","0","0","9520","10797","12463","19806","17923","36670","19402","34750","16256","28051","16776","28540","18961","32495","25331","39822","27457","28923","31776","27096","39475","21585","35679","24376","31980","26026","35414","19189","25794","19965","23030","13094","27423","11416","29801","8981","15584","8343","232","5229","0","0","0","0","0","0","20240703"
"202406","공항철도 1호선","인천공항2터미널","0","0","5839","6870","5126","12223","6528","20415","9123","18493","8430","9122","5916","10719","6447","15661","8761","17018","11498","12690","14849","11939","19601","9949","16540","9929","22730","11554","21914","6741","12522","3628","12309","3199","15346","2346","13064","1797","4108","1835","0","2615","1","0","0","0","0","0","20240703"
"202406","공항철도 1호선","청라국제도시","141","1","7339","268","18195","5065","32101","7671","21045","17494","13253","5449","10478","3673","11157","3889","10473","4455","8762","6057","8002","6953","8957","7897","10740","10974","14415","15070","18537","23890","6326","22443","4502","15080","3844","14729","2821","16060","1323","9823","206","4400","0","0","0","0","0","0","20240703"
"202406","공항철도 1호선","홍대입구","248","16","6374","583","6656","4351","11021","10802","14617","25978","13700","27883","14568","24330","15971","28160","17550","32569","20085","33796","22669","28945","26781","29453","32722","31469","39238","34524","44097","39681","36818","27284","36366","16686","40673","14128","35394","13034","16722","9896","1450","3304","0","0","0","0","0","0","20240703"
"202405","1호선","동대문","640","13","12296","2248","9942","8379","16314","13251","21851","21824","20542","24476","19073","26523","20059","29298","24754","27991","26602","25588","27709","24847","28431","23526","29100","22403","27276","21995","25118","22994","18137","21899","16250","15290","14778","14310","11310","13630","5732","9845","800","2882","4","260","0","0","0","0","20240603"
"202405","1호선","동묘앞","283","2","3219","948","4043","5977","8718","10955","13624","23858","12403","20561","14469","27208","21170","35216","28705","37915","36643","41297","38141","34484","38264","30236","38969","23356","34927","17852","25921","13871","13494","9807","7374","7241","5672","7105","4270","7398","1361","5461","147","2140","2","309","0","0","0","0","20240603"
"202405","1호선","서울역","712","15","8896","9542","14747","61682","43154","122280","76947","244016","74384","161393","67979","91521","86138","83700","97858","90821","95653","90512","82610","85666","110055","91115","123156","91685","192593","100339","231249","102586","127756","72734","91062","53023","94433","49173","62106","33456","30783","16695","3655","4788","0","282","0","0","0","0","20240603"
"202405","1호선","시청","106","2","2365","5549","4256","27042","8011","75120","11377","197173","14346","94923","17018","50196","23223","48653","25811","44538","33995","45588","42752","36086","57371","31280","66542","30176","100597","31406","162280","29184","65001","15501","60184","11419","56661","9962","34372","7292","11310","4696","623","1156","2","31","0","0","0","0","20240603"
"202405","1호선","신설동","362","31","9390","2496","10861","10733","22800","27252","32936","56956","23185","33756","20771","22488","21922","19826","24000","19740","26146","20960","24524","19303","25497","21423","30405","23273","43771","25553","53893","31470","22034","23353","15401","16951","14123","16676","9772","14981","4668","10655","441","3275","3","5","0","0","0","0","20240603"
"202405","1호선","제기동","522","6","5324","2527","10179","10515","22825","22797","33740","41606","25698","36429","27860","42456","35722","46737","40951","47802","43262","49128","45893","45578","47653","38829","47814","35024","45566","30905","41262","28397","23014","19858","15632","12990","10545","12026","6189","10343","2769","6770","211","1769","0","0","0","0","0","0","20240603"
"202405","1호선","종각","154","3","4348","5805","4534","33873","7478","114857","11582","263420","14513","149705","20618","69141","31157","66029","38284","57945","48745","56482","59980","46711","72247","41560","87020","45197","155670","50248","216051","52494","97830","26910","88518","14902","94549","11103","66342","7991","29575","5499","2053","1464","0","1","0","0","0","0","20240603"
"202405","1호선","종로3가","194","7","4294","2708","4106","14292","6284","29101","10454","69603","16096","68378","22776","58796","33346","69129","44970","67940","52158","63757","61199","55037","69116","47170","76216","45767","87335","43561","96245","44642","60263","24477","54181","14575","57716","11432","44832","8986","21757","5957","2307","2498","2","34","1","1","0","0","20240603"
"202405","1호선","종로5가","53","1","2233","3786","3435","18472","6016","44110","10924","96896","16848","68332","26391","62552","39301","65034","49052","60241","57058","56729","64977","52834","68625","44825","73786","41343","88756","37754","97336","33498","50922","20595","38774","11940","34722","8514","22492","6320","6968","4295","415","1280","0","0","0","0","0","0","20240603"
"202405","1호선","청량리(서울시립대입구)","1177","16","12012","3019","20086","11752","51606","19194","61729","41385","40596","41391","36700","44378","41912","51053","48749","52261","50693","54530","52713","53175","56184","50741","61320","49254","56161","51559","48516","61207","29378","41429","23828","25687","18772","24632","12067","21290","5098","13831","430","4556","2","1","0","0","0","0","20240603"
"202405","공항철도 1호선","검암","1416","14","8835","500","15099","2629","35468","7667","25351","15215","13955","5702","10315","4362","9873","4160","9306","5077","7854","5834","6920","6722","7124","8136","8763","11581","9217","15954","11442","27176","4849","25103","3855","15064","3185","13598","2413","13471","1183","10895","161","5380","0","0","0","0","0","0","20240603"
"202405","공항철도 1호선","계양","20","2","15502","825","39081","3407","75471","5593","58348","8409","38107","7533","25960","5722","21860","7050","20143","8047","16990","10814","14024","13439","13404","17141","14806","25053","15099","33971","11607","61353","7686","53264","5300","33125","4442","31116","3147","30137","1496","18406","248","5931","0","0","0","0","0","0","20240603"
"202405","공항철도 1호선","공덕","105","1","2251","154","2861","1680","7101","4186","7488","12127","4812","5570","3963","4128","3968","4592","3898","4889","3836","5464","3631","4783","3805","5617","4774","6827","7034","9936","9986","13738","4499","8896","3774","6326","3830","6261","3108","5817","1419","4282","105","1737","0","0","0","0","0","0","20240603"
"202405","공항철도 1호선","공항화물청사","3","0","639","920","1600","7861","2117","11869","2255","19286","1958","3023","855","1950","835","3125","1106","3578","1279","2494","2025","2291","2895","2113","4998","2069","10150","2570","14245","1302","3480","1334","2352","1892","2909","1025","2441","474","631","197","8","67","0","0","0","0","0","0","20240603"
